make,model,variant,fuel_type,cc,seating_capacity,output
TATA,HARRIER,XZ Dual Tone,Diesel,"1,956",5,1113814306
TATA,HARRIER,XZ Dark Edition,Diesel,"1,956",5,1113814307
TATA,HARRIER,XZ Plus,Diesel,"1,956",5,1113814308
TATA,HARRIER,XZA (AT),Diesel,"1,956",5,1113814309
TATA,HARRIER,XZ Plus DT,Diesel,"1,956",5,1113814310
TATA,HARRIER,XZA DT (AT),Diesel,"1,956",5,1113814311
TATA,HARRIER,XZ Plus Dark Edition,Diesel,"1,956",5,1113814312
TATA,HARRIER,XZA Dark Edition (AT),Diesel,"1,956",5,1113814313
TATA,HARRIER,XZA Plus (AT),Diesel,"1,956",5,1113814314
TATA,HARRIER,XZA Plus DT (AT),Diesel,"1,956",5,1113814315
TATA,HARRIER,XZA Plus Dark Edition (AT),Diesel,"1,956",5,1113814316
TATA,HARRIER,CAMO XZA+ST,Diesel,"1,956",5,1113814317
TATA,HARRIER,XT PLUS DARK,Diesel,"1,956",5,1113814318
TATA,HARRIER,XZA 2.0 L BS VI,Diesel,"1,956",5,1113814319
TATA,HARRIER,XTA PLUS AT,Diesel,"1,956",5,1113814320
TATA,HARRIER,XZ Plus Kaziranga,Diesel,"1,956",5,1113814321
TATA,HARRIER,XZA Plus Kaziranga,Diesel,"1,956",5,1113814322
TATA,WINGER,STD,Diesel,"1,948",13,1113814401
TATA,ALTROZ,1.2 Revotron XE BSVI,Petrol,"1,199",5,1113814501
TATA,ALTROZ,1.2 Revotron XM BSVI,Petrol,"1,199",5,1113814502
TATA,ALTROZ,1.2 Revotron XT BSVI,Petrol,"1,199",5,1113814503
TATA,ALTROZ,1.2 Revotron XZ BSVI,Petrol,"1,199",5,1113814504
TATA,ALTROZ,1.2 Revotron XZ(O)BSVI,Petrol,"1,199",5,1113814505
TATA,ALTROZ,1.5 Revotorq XE BSVI,Diesel,"1,497",5,1113814506
TATA,ALTROZ,1.5 Revotorq XM BSVI,Diesel,"1,497",5,1113814507
TATA,ALTROZ,1.5 Revotorq XT BSVI,Diesel,"1,497",5,1113814508
TATA,ALTROZ,1.5 Revotorq XZ BSVI,Diesel,"1,497",5,1113814509
TATA,ALTROZ,1.5 Revotorq XZ(O) BSVI,Diesel,"1,497",5,1113814510
TATA,ALTROZ,1.2 Revotron XE Rhytm BSVI,Petrol,"1,199",5,1113814511
TATA,ALTROZ,1.2 Revotron XM Style BSVI,Petrol,"1,199",5,1113814512
TATA,ALTROZ,1.2 Revotron XM Rhytm BSVI,Petrol,"1,199",5,1113814513
TATA,ALTROZ,1.2 XM Rhytm Plus Style BSVI,Petrol,"1,199",5,1113814514
TATA,ALTROZ,1.2 Revotron XT Luxe BSVI,Petrol,"1,199",5,1113814515
TATA,ALTROZ,1.5 Revotorq XE Rhytm BSVI,Diesel,"1,497",5,1113814516
TATA,ALTROZ,1.2 Revotron XZ Urban BSVI,Petrol,"1,199",5,1113814517
TATA,ALTROZ,1.2 Revotron XM Style BSVI,Petrol,"1,199",5,1113814518
TATA,ALTROZ,1.5 Revotorq XM Rhytm BSVI,Diesel,"1,497",5,1113814519
TATA,ALTROZ,1.5 XM Rhytm Plus Style BSVI,Diesel,"1,497",5,1113814520
TATA,ALTROZ,1.5 Revotorq XT Luxe BSVI,Diesel,"1,497",5,1113814521
TATA,ALTROZ,1.5 Revotorq XZ Urban BSVI,Diesel,"1,497",5,1113814522
TATA,ALTROZ,1.2 iTurbo XT BSVI,Petrol,"1,199",5,1113814523
TATA,ALTROZ,XZ PLUS,Petrol,"1,199",5,1113814524
TATA,ALTROZ,1.2 iTurbo XZ BSVI,Petrol,"1,199",5,1113814525
TATA,ALTROZ,1.2 Revotron XM PLUS BSVI,Petrol,"1,199",5,1113814526
TATA,ALTROZ,1.5 Revotorq XZ Plus BSVI,Diesel,"1,497",5,1113814527
TATA,ALTROZ,1.2 Revotron XE Plus BSVI,Petrol,"1,199",5,1113814528
TATA,ALTROZ,1.5 Revotorq XE Plus BSVI,Diesel,"1,497",5,1113814529
TATA,ALTROZ,1.2 Revotron XT Dark BSVI,Petrol,"1,199",5,1113814530
TATA,ALTROZ,1.2 Revotron XTA DCA BSVI,Petrol,"1,199",5,1113814531
TATA,ALTROZ,1.2 Revotron XZ Plus Dark BSVI,Petrol,"1,199",5,1113814532
TATA,ALTROZ,1.2 Revotron XTA Dark DCA BSVI,Petrol,"1,199",5,1113814533
TATA,ALTROZ,1.2 Revotron XZA DCA BSVI,Petrol,"1,199",5,1113814534
TATA,ALTROZ,1.2 Revotron XZA (O)DCA BSVI,Petrol,"1,199",5,1113814535
TATA,ALTROZ,1.2 Revotron XZA Plus DCA BSVI,Petrol,"1,199",5,1113814536
TATA,ALTROZ,1.2 Revotron XZA Plus(O)P DCA,Petrol,"1,199",5,1113814537
TATA,ALTROZ,1.2 Revotron XZA Plus Dark DCA,Petrol,"1,199",5,1113814538
TATA,ALTROZ,1.5 Revotorq XM Plus BSVI,Diesel,"1,497",5,1113814539
TATA,ALTROZ,1.5 Revotorq XT Dark BSVI,Diesel,"1,497",5,1113814540
TATA,ALTROZ,1.5 Revotorq XZ Plus Dark BSVI,Diesel,"1,497",5,1113814541
TATA,ALTROZ,1.2 iTurbo XT Dark BSVI,Petrol,"1,199",5,1113814542
TATA,ALTROZ,1.2 iTurbo XZ (O) BSVI,Petrol,"1,199",5,1113814543
TATA,ALTROZ,1.2 iTurbo XZ Plus BSVI,Petrol,"1,199",5,1113814544
TATA,ALTROZ,1.2 iTurbo XZ Plus Dark BSVI,Petrol,"1,199",5,1113814545
TATA,ALTROZ,1.2 XTA DCT,Petrol,"1,199",5,1113814546
TATA,ALTROZ,1.2 Revotron XMA Plus DCA,Petrol,"1,199",5,1113814547
TATA,YODHA,CREW CABIN 4X2 VX,Diesel,"2,200",5,1113814701
TATA,PUNCH,Adventure MT,Petrol,"1,199",5,1113814801
TATA,PUNCH,Creative MT,Petrol,"1,199",5,1113814802
TATA,PUNCH,Creative iRA Pack,Petrol,"1,199",5,1113814803
TATA,PUNCH,Adventure Rhythm Pack,Petrol,"1,199",5,1113814804
TATA,PUNCH,Accomplished MT,Petrol,"1,199",5,1113814805
TATA,PUNCH,Accomplished Dazzle Pack,Petrol,"1,199",5,1113814806
TATA,PUNCH,Pure MT,Petrol,"1,199",5,1113814807
TATA,PUNCH,Accomplished AMT,Petrol,"1,199",5,1113814808
TATA,PUNCH,Creative AMT,Petrol,"1,199",5,1113814809
TATA,PUNCH,Adventure AMT,Petrol,"1,199",5,1113814810
TATA,PUNCH,Pure Rhythm Pack MT,Petrol,"1,199",5,1113814811
TATA,PUNCH,Kaziranga MT,Petrol,"1,199",5,1113814812
TATA,PUNCH,Kaziranga IRA MT,Petrol,"1,199",5,1113814813
TATA,PUNCH,Kaziranga AMT,Petrol,"1,199",5,1113814814
TATA,PUNCH,Kaziranga IRA AMT,Petrol,"1,199",5,1113814815
TATA,PUNCH,Accomplished Dazzle AMT,Petrol,"1,199",5,1113814816
TATA,PUNCH,Adventure Rhythm AMT,Petrol,"1,199",5,1113814817
TATA,PUNCH,Creative IRA AMT,Petrol,"1,199",5,1113814818
TATA,PUNCH,Creative ST,Petrol,"1,199",5,1113814819
TATA,PUNCH,Creative IRA ST,Petrol,"1,199",5,1113814820
TATA,PUNCH,Creative AMT ST,Petrol,"1,199",5,1113814821
TATA,PUNCH,Creative IRA AMT ST,Petrol,"1,199",5,1113814822
TATA,XPRES T,XM,Electric,998,5,1113814901
TATA,XPRES T,XM Plus,Electric,998,5,1113814902
TATA,XPRES T,XZ,Electric,998,5,1113814903
TATA,XPRES T,XZ Plus,Electric,998,5,1113814904
TATA,MOBIL,MOBIL,Diesel,"1,948",10,1113815001
TOYOTA,CAMRY,2.5 AT,Petrol,"2,495",5,1113910101
TOYOTA,CAMRY,2.5 G AT,Petrol,"2,494",5,1113910102
TOYOTA,CAMRY,2.5 Hybrid WB AT,Petrol,"2,494",5,1113910103
TOYOTA,CAMRY,2.5L -,Petrol,"2,494",5,1113910104
TOYOTA,CAMRY,ACV 30R - AEANKW,Petrol,"2,362",5,1113910105
TOYOTA,CAMRY,ACV 40R - AEANKW,Petrol,"2,362",5,1113910106
TOYOTA,CAMRY,Camry Hybrid,Petrol,"2,494",5,1113910107
TOYOTA,CAMRY,V1,Petrol,"2,362",5,1113910108
TOYOTA,CAMRY,V2,Petrol,"2,362",5,1113910109
TOYOTA,CAMRY,V3,Petrol,"2,362",5,1113910110
TOYOTA,CAMRY,V4,Petrol,"2,362",5,1113910111
TOYOTA,CAMRY,V6,Petrol,"2,362",5,1113910112
TOYOTA,CAMRY,W1 (MT),Petrol,"2,362",5,1113910113
TOYOTA,CAMRY,W2 (AT),Petrol,"2,362",5,1113910114
TOYOTA,CAMRY,W3 (MT),Petrol,"2,362",5,1113910115
TOYOTA,CAMRY,W4 (AT),Petrol,"2,362",5,1113910116
TOYOTA,CAMRY,W5 (AT),Petrol,"2,362",5,1113910117
TOYOTA,CAMRY,HYBRID,Petrol,"2,487",5,1113910118
TOYOTA,COROLLA,1.8 G,Petrol,"1,798",5,1113910201
TOYOTA,COROLLA,1.8 G CVT,Petrol,"1,798",5,1113910202
TOYOTA,COROLLA,1.8 GL,Petrol,"1,798",5,1113910203
TOYOTA,COROLLA,1.8 VL,Petrol,"1,798",5,1113910204
TOYOTA,COROLLA,DG,Diesel,"1,364",5,1113910205
TOYOTA,COROLLA,DGL,Diesel,"1,364",5,1113910206
TOYOTA,COROLLA,1.8 J H1,Petrol,"1,794",5,1113910207
TOYOTA,COROLLA,1.8 E H2,Petrol,"1,794",5,1113910208
TOYOTA,COROLLA,1.8 E H5,Petrol,"1,794",5,1113910209
TOYOTA,COROLLA,1.8 E H6,Petrol,"1,794",5,1113910210
TOYOTA,COROLLA,1.8 H7,Petrol,"1,794",5,1113910211
TOYOTA,COROLLA,1.8 J H8,Petrol,"1,794",5,1113910212
TOYOTA,COROLLA,HE 1.8 J,Petrol,"1,794",5,1113910213
TOYOTA,COROLLA,DX,Petrol,"1,762",5,1113910214
TOYOTA,COROLLA,H3 1.8 G,Petrol,"1,794",5,1113910215
TOYOTA,COROLLA,H4 1.8 G,Petrol,"1,794",5,1113910216
TOYOTA,COROLLA,H5 (Anniversary),Petrol,"1,794",5,1113910217
TOYOTA,COROLLA,HE 1.8 J / CNG,CNG,"1,794",5,1113910218
TOYOTA,COROLLA,K CLASSIC,Petrol,"1,364",5,1113910219
TOYOTA,COROLLA,PETROL,Petrol,"1,794",5,1113910220
TOYOTA,COROLLA ALTIS,1.4 D-4D G,Diesel,"1,364",5,1113910301
TOYOTA,COROLLA ALTIS,1.4 D-4D GL,Diesel,"1,364",5,1113910302
TOYOTA,COROLLA ALTIS,1.4 D-4D J,Diesel,"1,364",5,1113910303
TOYOTA,COROLLA ALTIS,1.8 J,Petrol,"1,798",5,1113910304
TOYOTA,COROLLA ALTIS,1.8 J (HH) Limited edition,Petrol,"1,798",5,1113910305
TOYOTA,COROLLA ALTIS,1.8 VL,Petrol,"1,798",5,1113910306
TOYOTA,COROLLA ALTIS,Aero,Diesel,"1,364",5,1113910307
TOYOTA,COROLLA ALTIS,Aero,Petrol,"1,798",5,1113910308
TOYOTA,COROLLA ALTIS,JS,Diesel,"1,798",5,1113910309
TOYOTA,COROLLA ALTIS,1.8 G,Petrol,"1,798",5,1113910310
TOYOTA,COROLLA ALTIS,1.8 G CVT AT,Petrol,"1,798",5,1113910311
TOYOTA,COROLLA ALTIS,1.8 LE,Petrol,"1,798",5,1113910312
TOYOTA,COROLLA ALTIS,1.8G,Petrol,"1,798",5,1113910313
TOYOTA,COROLLA ALTIS,1.8G L,Petrol,"1,798",5,1113910314
TOYOTA,COROLLA ALTIS,1.4 HG,Diesel,"1,364",5,1113910315
TOYOTA,COROLLA ALTIS,V,Petrol,"1,794",5,1113910316
TOYOTA,ETIOS,1.4 D-4D GD,Diesel,"1,364",5,1113910401
TOYOTA,ETIOS,1.4 D-4D GD SP*,Diesel,"1,364",5,1113910402
TOYOTA,ETIOS,1.4 D-4D JD,Diesel,"1,364",5,1113910403
TOYOTA,ETIOS,1.4 D-4D VD,Diesel,"1,364",5,1113910404
TOYOTA,ETIOS,1.4 D-4D VD SP*,Diesel,"1,364",5,1113910405
TOYOTA,ETIOS,1.4 D-4D VXD,Diesel,"1,364",5,1113910406
TOYOTA,ETIOS,1.5 G,Petrol,"1,496",5,1113910407
TOYOTA,ETIOS,1.5 G SP*,Petrol,"1,496",5,1113910408
TOYOTA,ETIOS,1.5 J,Petrol,"1,496",5,1113910409
TOYOTA,ETIOS,1.5 J PS,Petrol,"1,496",5,1113910410
TOYOTA,ETIOS,1.5 V,Petrol,"1,496",5,1113910411
TOYOTA,ETIOS,1.5 V SP*,Petrol,"1,496",5,1113910412
TOYOTA,ETIOS,1.5 VX,Petrol,"1,496",5,1113910413
TOYOTA,ETIOS,TRD Sportivo,Diesel,"1,364",5,1113910414
TOYOTA,ETIOS,TRD Sportivo,Petrol,"1,496",5,1113910415
TOYOTA,ETIOS,1.4 XCLUSIVE,Diesel,"1,364",5,1113910416
TOYOTA,ETIOS,1.5 GS OPTION,Petrol,"1,496",5,1113910417
TOYOTA,ETIOS,1.5 XCLUSIVE,Petrol,"1,496",5,1113910418
TOYOTA,ETIOS CROSS,1.2 G,Petrol,"1,197",5,1113910501
TOYOTA,ETIOS CROSS,1.4 GD,Diesel,"1,364",5,1113910502
TOYOTA,ETIOS CROSS,1.4 VD,Diesel,"1,364",5,1113910503
TOYOTA,ETIOS CROSS,1.5 V,Petrol,"1,496",5,1113910504
TOYOTA,ETIOS CROSS,G,Petrol,"1,197",5,1113910505
TOYOTA,ETIOS CROSS,GD,Diesel,"1,364",5,1113910506
TOYOTA,ETIOS CROSS,V,Petrol,"1,496",5,1113910507
TOYOTA,ETIOS CROSS,VD,Diesel,"1,364",5,1113910508
TOYOTA,ETIOS CROSS,GX,Diesel,"1,197",5,1113910509
TOYOTA,ETIOS LIVA,1.2 G,Petrol,"1,197",5,1113910601
TOYOTA,ETIOS LIVA,1.2 G SP*,Petrol,"1,197",5,1113910602
TOYOTA,ETIOS LIVA,1.2 J,Petrol,"1,197",5,1113910603
TOYOTA,ETIOS LIVA,1.2 J PS,Petrol,"1,197",5,1113910604
TOYOTA,ETIOS LIVA,1.2 V,Petrol,"1,197",5,1113910605
TOYOTA,ETIOS LIVA,1.2 V SP*,Petrol,"1,197",5,1113910606
TOYOTA,ETIOS LIVA,1.2 VX,Petrol,"1,197",5,1113910607
TOYOTA,ETIOS LIVA,1.2 Xclusive,Petrol,"1,197",5,1113910608
TOYOTA,ETIOS LIVA,1.4 D-4D GD,Diesel,"1,364",5,1113910609
TOYOTA,ETIOS LIVA,1.4 D-4D GD SP*,Diesel,"1,364",5,1113910610
TOYOTA,ETIOS LIVA,1.4 D-4D JD,Petrol,"1,364",5,1113910611
TOYOTA,ETIOS LIVA,1.4 Xclusive,Diesel,"1,364",5,1113910612
TOYOTA,ETIOS LIVA,G,Petrol,"1,197",5,1113910613
TOYOTA,ETIOS LIVA,GD,Diesel,"1,364",5,1113910614
TOYOTA,ETIOS LIVA,GX,Petrol,"1,197",5,1113910615
TOYOTA,ETIOS LIVA,GXD,Diesel,"1,364",5,1113910616
TOYOTA,ETIOS LIVA,TRD Sportivo,Diesel,"1,364",5,1113910617
TOYOTA,ETIOS LIVA,TRD Sportivo,Petrol,"1,496",5,1113910618
TOYOTA,ETIOS LIVA,V,Petrol,"1,197",5,1113910619
TOYOTA,ETIOS LIVA,VD,Diesel,"1,364",5,1113910620
TOYOTA,ETIOS LIVA,VX,Petrol,"1,197",5,1113910621
TOYOTA,ETIOS LIVA,VXD,Diesel,"1,364",5,1113910622
TOYOTA,ETIOS LIVA,1.4 Sports,Diesel,"1,364",5,1113910623
TOYOTA,ETIOS LIVA,1.4 D-4D VD,Diesel,"1,364",5,1113910624
TOYOTA,ETIOS LIVA,1.4 D-4D VD SP*,Diesel,"1,364",5,1113910625
TOYOTA,ETIOS LIVA,1.4 D-4D VXD,Diesel,"1,364",5,1113910626
TOYOTA,ETIOS LIVA,PETROL,Petrol,"1,197",5,1113910627
TOYOTA,ETIOS LIVA,Diesel,Diesel,"1,197",5,1113910628
TOYOTA,FORTUNER,2.7 4x2 (AT),Petrol,"2,694",7,1113910701
TOYOTA,FORTUNER,2.7 4x2 (MT),Petrol,"2,694",7,1113910702
TOYOTA,FORTUNER,2.8 4x2 (AT) SE,Diesel,"2,755",7,1113910703
TOYOTA,FORTUNER,2.8 4x2 (MT),Diesel,"2,755",7,1113910704
TOYOTA,FORTUNER,2.8 4x4 (AT),Diesel,"2,755",7,1113910705
TOYOTA,FORTUNER,2.8 4x4 (MT),Diesel,"2,755",7,1113910706
TOYOTA,FORTUNER,2.7 4x4 (AT),Petrol,"2,694",5,1113910707
TOYOTA,FORTUNER,2.7 4x4 (MT),Petrol,"2,694",5,1113910708
TOYOTA,FORTUNER,FA (MT),Diesel,"2,982",7,1113910709
TOYOTA,FORTUNER,FB 4X4 (MT),Diesel,"2,982",7,1113910710
TOYOTA,FORTUNER,FC 4X2 (MT),Diesel,"2,982",7,1113910711
TOYOTA,FORTUNER,FD 4X2 (AT),Diesel,"2,982",7,1113910712
TOYOTA,FORTUNER,FL MT,Diesel,"2,982",7,1113910713
TOYOTA,FORTUNER,FX TRD Sportivo (AT),Diesel,"2,982",7,1113910714
TOYOTA,FORTUNER,FY TRD Sportivo 4X2 (MT),Diesel,"2,982",7,1113910715
TOYOTA,FORTUNER,FZ TRD Sportivo 4X2 (AT),Diesel,"2,982",7,1113910716
TOYOTA,FORTUNER,3.0 TRD Sportivo 2WD (MT),Diesel,"2,982",7,1113910717
TOYOTA,FORTUNER,FE 4X2 (AT),Diesel,"2,982",7,1113910718
TOYOTA,FORTUNER,3.0L 2WD AT,Diesel,"2,982",7,1113910719
TOYOTA,FORTUNER,3.0L 4WD,Diesel,"2,982",7,1113910720
TOYOTA,FORTUNER,3.0L 2WD MT,Diesel,"2,982",7,1113910721
TOYOTA,FORTUNER,FE 4X2 (MT),Diesel,"2,982",7,1113910722
TOYOTA,FORTUNER,2.8 4x2 (AT),Diesel,"2,755",7,1113910723
TOYOTA,FORTUNER,2.8L 4X2 AT,Diesel,"2,755",7,1113910724
TOYOTA,FORTUNER,2.5 4X2,Diesel,"2,494",7,1113910725
TOYOTA,FORTUNER,TRD SPORTIVO AT,Diesel,"2,755",7,1113910726
TOYOTA,FORTUNER,2.8 4X4 AT Legender,Diesel,"2,755",7,1113910727
TOYOTA,FORTUNER,2.8 ZV MT,Diesel,"2,755",7,1113910728
TOYOTA,FORTUNER,2.8 4X2 AT Legender,Diesel,"2,755",7,1113910729
TOYOTA,INNOVA,2.0 E,Petrol,"1,998",8,1113910801
TOYOTA,INNOVA,2.0 G,Petrol,"1,998",8,1113910802
TOYOTA,INNOVA,2.0 G1,Petrol,"1,998",8,1113910803
TOYOTA,INNOVA,2.0 G2,Petrol,"1,998",8,1113910804
TOYOTA,INNOVA,2.0 G3,Petrol,"1,998",8,1113910805
TOYOTA,INNOVA,2.0 G4,Petrol,"1,998",8,1113910806
TOYOTA,INNOVA,2.0 GX,Petrol,"1,998",8,1113910807
TOYOTA,INNOVA,2.0 V,Petrol,"1,998",8,1113910808
TOYOTA,INNOVA,2.0 VX,Petrol,"1,998",8,1113910809
TOYOTA,INNOVA,2.5 E,Diesel,"2,494",8,1113910810
TOYOTA,INNOVA,2.5 E Power steering,Diesel,"2,494",7,1113910811
TOYOTA,INNOVA,2.5 EV Steering (MT),Diesel,"2,494",8,1113910812
TOYOTA,INNOVA,2.5 EV Power steering,Diesel,"2,494",8,1113910813
TOYOTA,INNOVA,2.5 EV Power steering,Diesel,"2,494",7,1113910814
TOYOTA,INNOVA,2.5 EV PS W/O A/C 7STR,Diesel,"2,494",7,1113910815
TOYOTA,INNOVA,2.5 EV PS W/O A/C 8STR,Diesel,"2,494",8,1113910816
TOYOTA,INNOVA,2.5 G,Diesel,"2,494",8,1113910817
TOYOTA,INNOVA,2.5 G 6STR,Diesel,"2,494",6,1113910818
TOYOTA,INNOVA,2.5 G 7STR,Diesel,"2,494",7,1113910819
TOYOTA,INNOVA,2.5 G1,Diesel,"2,494",8,1113910820
TOYOTA,INNOVA,2.5 G2,Diesel,"2,494",8,1113910821
TOYOTA,INNOVA,2.5 G3,Diesel,"2,494",8,1113910822
TOYOTA,INNOVA,2.5 G4,Diesel,"2,494",8,1113910823
TOYOTA,INNOVA,2.5 G4 7STR,Diesel,"2,494",7,1113910824
TOYOTA,INNOVA,2.5 GX,Diesel,"2,494",8,1113910825
TOYOTA,INNOVA,2.5 GX 7STR,Diesel,"2,494",7,1113910826
TOYOTA,INNOVA,2.5 V,Diesel,"2,494",8,1113910827
TOYOTA,INNOVA,2.5 V 7STR,Diesel,"2,494",7,1113910828
TOYOTA,INNOVA,2.5 VX,Diesel,"2,494",8,1113910829
TOYOTA,INNOVA,2.5 VX 7STR,Diesel,"2,494",7,1113910830
TOYOTA,INNOVA,2.5 VX Crysta 7STR,Diesel,"2,494",7,1113910831
TOYOTA,INNOVA,2.5 ZX 7STR,Diesel,"2,494",7,1113910832
TOYOTA,INNOVA,2.5 Z 8STR,Diesel,"2,494",8,1113910833
TOYOTA,INNOVA,2.5 V (E3) BSIII,Diesel,"2,494",8,1113910834
TOYOTA,INNOVA,2.5 G (M) BSIV,Diesel,"2,494",7,1113910835
TOYOTA,INNOVA,2.0 V,Petrol,"1,998",7,1113910836
TOYOTA,INNOVA,2.0 E,Petrol,"1,998",7,1113910837
TOYOTA,INNOVA,2.0 G,Petrol,"1,998",7,1113910838
TOYOTA,INNOVA,2.0 G1,Petrol,"1,998",7,1113910839
TOYOTA,INNOVA,2.0 G2,Petrol,"1,998",7,1113910840
TOYOTA,INNOVA,2.0 G3,Petrol,"1,998",7,1113910841
TOYOTA,INNOVA,2.0 G4,Petrol,"1,998",7,1113910842
TOYOTA,INNOVA,2.0 GX,Petrol,"1,998",7,1113910843
TOYOTA,INNOVA,2.0 VX,Petrol,"1,998",7,1113910844
TOYOTA,INNOVA,2.5 V (E4),Diesel,"2,494",8,1113910845
TOYOTA,INNOVA,2.5L G4,Diesel,"2,394",8,1113910846
TOYOTA,INNOVA,2.5 L V,Petrol,"2,494",5,1113910847
TOYOTA,INNOVA,2.5 Z 7 STR,Diesel,"2,494",7,1113910848
TOYOTA,INNOVA CRYSTA,2.4 GX,Diesel,"2,393",7,1113910901
TOYOTA,INNOVA CRYSTA,2.4 GX,Diesel,"2,393",8,1113910902
TOYOTA,INNOVA CRYSTA,2.4 VX,Diesel,"2,393",7,1113910903
TOYOTA,INNOVA CRYSTA,2.4 VX,Diesel,"2,393",8,1113910904
TOYOTA,INNOVA CRYSTA,2.4 ZX,Diesel,"2,393",7,1113910905
TOYOTA,INNOVA CRYSTA,2.8 GX (AT),Diesel,"2,755",7,1113910906
TOYOTA,INNOVA CRYSTA,2.8 GX (AT),Diesel,"2,755",8,1113910907
TOYOTA,INNOVA CRYSTA,2.8 ZX (AT),Diesel,"2,755",7,1113910908
TOYOTA,INNOVA CRYSTA,2.4 G,Diesel,"2,393",7,1113910909
TOYOTA,INNOVA CRYSTA,2.4 G,Diesel,"2,393",8,1113910910
TOYOTA,INNOVA CRYSTA,2.4 G (MT),Diesel,"2,393",7,1113910911
TOYOTA,INNOVA CRYSTA,2.4 GX (AT),Diesel,"2,393",7,1113910912
TOYOTA,INNOVA CRYSTA,2.7 GX (AT),Petrol,"2,694",7,1113910913
TOYOTA,INNOVA CRYSTA,2.4 GX (MT),Diesel,"2,393",7,1113910914
TOYOTA,INNOVA CRYSTA,2.7 GX (MT),Petrol,"2,694",7,1113910915
TOYOTA,INNOVA CRYSTA,2.4 VX,Diesel,"2,393",7,1113910916
TOYOTA,INNOVA CRYSTA,2.7 VX,Petrol,"2,694",7,1113910917
TOYOTA,INNOVA CRYSTA,2.4 ZX (AT),Diesel,"2,393",7,1113910918
TOYOTA,INNOVA CRYSTA,2.7 ZX (AT),Petrol,"2,694",7,1113910919
TOYOTA,INNOVA CRYSTA,2.4 ZX (MT),Diesel,"2,393",7,1113910920
TOYOTA,INNOVA CRYSTA,2.8 (AT),Diesel,"2,755",7,1113910921
TOYOTA,INNOVA CRYSTA,2.7 (AT),Petrol,"2,694",7,1113910923
TOYOTA,INNOVA CRYSTA,2.4 (MT),Diesel,"2,393",7,1113910924
TOYOTA,INNOVA CRYSTA,2.7 (MT),Petrol,"2,694",7,1113910925
TOYOTA,INNOVA CRYSTA,2.7 GX (MT),Petrol,"2,694",7,1113910926
TOYOTA,INNOVA CRYSTA,2.7 GX (MT),Petrol,"2,694",8,1113910927
TOYOTA,INNOVA CRYSTA,2.7 GX (AT),Petrol,"2,694",7,1113910928
TOYOTA,INNOVA CRYSTA,2.7 GX (AT),Petrol,"2,694",8,1113910929
TOYOTA,INNOVA CRYSTA,2.7 VX (MT),Petrol,"2,694",7,1113910930
TOYOTA,INNOVA CRYSTA,2.7 Touring sport (MT),Petrol,"2,694",7,1113910931
TOYOTA,INNOVA CRYSTA,2.7 ZX (AT),Petrol,"2,694",7,1113910932
TOYOTA,INNOVA CRYSTA,2.7 Touring sport (AT),Petrol,"2,694",7,1113910933
TOYOTA,INNOVA CRYSTA,2.4 Touring sport (MT),Diesel,"2,393",7,1113910934
TOYOTA,INNOVA CRYSTA,2.8 Touring sport (AT),Diesel,"2,755",7,1113910935
TOYOTA,INNOVA CRYSTA,2.8 G,Diesel,"2,755",8,1113910936
TOYOTA,INNOVA CRYSTA,2.8 GX (MT),Diesel,"2,755",8,1113910937
TOYOTA,INNOVA CRYSTA,2.8 ZX (MT),Diesel,"2,755",7,1113910938
TOYOTA,INNOVA CRYSTA,2.8 ZX (AT),Diesel,"2,755",8,1113910939
TOYOTA,INNOVA CRYSTA,2.8 ZX (MT),Diesel,"2,755",8,1113910940
TOYOTA,INNOVA CRYSTA,2.4 GX (AT) Anniversary Edtn,Diesel,"2,393",7,1113910941
TOYOTA,INNOVA CRYSTA,2.4 GX (AT),Diesel,"2,393",8,1113910942
TOYOTA,INNOVA CRYSTA,2.4 V,Diesel,"2,393",8,1113910943
TOYOTA,INNOVA CRYSTA,2.4 Z,Diesel,"2,393",7,1113910944
TOYOTA,INNOVA CRYSTA,2.4 V,Diesel,"2,393",7,1113910945
TOYOTA,INNOVA CRYSTA,2.4 ZX (AT),Petrol,"2,694",7,1113910946
TOYOTA,INNOVA CRYSTA,2.4 LeaderShip Edition,Diesel,"2,393",7,1113910947
TOYOTA,INNOVA CRYSTA,2.4 Z AT,Diesel,"2,393",7,1113910948
TOYOTA,INNOVA CRYSTA,2.8 Z,Diesel,"2,755",7,1113910949
TOYOTA,INNOVA CRYSTA,2.7 GX (MT) BSVI,Petrol,"2,694",7,1113910950
TOYOTA,INNOVA CRYSTA,2.7 GX (MT) BSVI,Petrol,"2,694",8,1113910951
TOYOTA,INNOVA CRYSTA,2.7 GX (AT) BSVI,Petrol,"2,694",7,1113910952
TOYOTA,INNOVA CRYSTA,2.7 GX (AT) BSVI,Petrol,"2,694",8,1113910953
TOYOTA,INNOVA CRYSTA,2.7 VX (MT) BSVI,Petrol,"2,694",7,1113910954
TOYOTA,INNOVA CRYSTA,2.7 ZX (AT) BSVI,Petrol,"2,694",7,1113910955
TOYOTA,INNOVA CRYSTA,2.4 G (MT) BSVI,Diesel,"2,393",7,1113910956
TOYOTA,INNOVA CRYSTA,2.4 G (MT) BSVI,Diesel,"2,393",8,1113910957
TOYOTA,INNOVA CRYSTA,2.4 G PLUS (MT) BSVI,Diesel,"2,393",7,1113910958
