make,model,variant,fuel_type,cc,seating_capacity,output
ALFA ROMEO,156 GTA,STD,Petrol,"3,179",5,1110110101
ALFA ROMEO,VINTAGE,ROMEO,Petrol,"1,100",5,1110110201
ALFA ROMEO,VINTAGE,ALFA ROMEO,Petrol,"1,750",5,1110110202
ALFA ROMEO,VINTAGE,ALFA ROMEO,Petrol,"1,570",5,1110110203
ALFA ROMEO,VINTAGE,ALFA ROMEO,Petrol,"1,110",5,1110110204
ASTON MARTIN,DB9,Coupe,Petrol,"5,935",4,1110210101
ASTON MARTIN,DBS,Coupe 2STR,Petrol,"5,935",2,1110210201
ASTON MARTIN,RAPIDE,6.0 RHD,Petrol,"5,935",4,1110210301
ASTON MARTIN,RAPIDE,6.0 RHD Touchtronic,Petrol,"5,935",4,1110210302
ASTON MARTIN,VANTAGE V8,Coupe,Petrol,"4,735",2,1110210401
ASTON MARTIN,VANTAGE V8,S Coupe Sportshift,Petrol,"4,735",2,1110210402
ASTON MARTIN,VIRAGE,6.0 V12 Volante,Petrol,"5,935",4,1110210501
ASTON MARTIN,DB11,V8 Coupe,Petrol,"3,880",4,1110210601
ASTON MARTIN,DB11,V12,Petrol,"3,880",4,1110210602
ASTON MARTIN,DB11,V12,Petrol,"5,204",4,1110210603
ASTON MARTIN,DB11,V12,Petrol,"5,204",4,1110210604
ASTON MARTIN,VINTAGE,AUSTIN TEN,Petrol,"1,000",5,1110210701
ASTON MARTIN,VANQUISH,V12,Petrol,"5,935",5,1110210801
ASTON MARTIN,One 77,V12,Petrol,"7,312",5,1110210901
ASTON MARTIN,DBX,2020,Petrol,"3,982",5,1110211001
AUDI,A3,35 TDI Premium Plus,Diesel,"1,968",5,1110310101
AUDI,A3,35 TDI Technology,Diesel,"1,968",5,1110310102
AUDI,A3,35 TFSI Premium Plus,Petrol,"1,984",5,1110310103
AUDI,A3,35 TFSI Technology,Petrol,"1,984",5,1110310104
AUDI,A3,35 TDI Attraction,Diesel,"1,968",5,1110310106
AUDI,A3,35 TDI Cabriolet,Diesel,"1,968",5,1110310107
AUDI,A3,35 TDI Limousine,Diesel,"1,968",5,1110310108
AUDI,A3,35 TDI Premium,Diesel,"1,968",5,1110310109
AUDI,A3,35TDI Premium+ with Sunroof,Diesel,"1,968",5,1110310110
AUDI,A3,35 TDI Premium with Sunroof,Diesel,"1,968",5,1110310111
AUDI,A3,35 TDI Technology Pack,Diesel,"1,968",5,1110310112
AUDI,A3,35TDI Technology Pack Sunroof,Diesel,"1,968",5,1110310113
AUDI,A3,35 TDI Technology Sunroof nav,Diesel,"1,968",5,1110310114
AUDI,A3,40 TFSI Cabriolet,Petrol,"1,798",5,1110310115
AUDI,A3,40 TFSI Cabriolet Full (O),Petrol,"1,798",5,1110310116
AUDI,A3,40 TFSI Limousine,Petrol,"1,798",5,1110310117
AUDI,A3,40 TFSI Premium Plus,Petrol,"1,798",5,1110310118
AUDI,A3,40 TFSI Premium+ with Sunroof,Petrol,"1,798",5,1110310119
AUDI,A3,40TFSI Panoramic Glassroof,Petrol,"1,798",5,1110310120
AUDI,A3,1.4 TFSI Cabriolet,Petrol,"1,395",4,1110310121
AUDI,A3,V6 AT,Diesel,"1,395",5,1110310122
AUDI,A3,35 TFSI Premium Plus,Petrol,"1,395",5,1110310123
AUDI,A3,35 TFSI Technology,Petrol,"1,395",5,1110310124
AUDI,A3,35 TFSI Cabriolet,Petrol,"1,395",5,1110310125
AUDI,A3,40 TFSI Premium,Petrol,"1,798",5,1110310126
AUDI,A4,30 TFSI Premium Plus,Petrol,"1,984",5,1110310301
AUDI,A4,30 TFSI Technology pack,Petrol,"1,395",5,1110310302
AUDI,A4,35 TDI Premium Plus,Diesel,"1,968",5,1110310303
AUDI,A4,35 TDI Technology,Diesel,"1,968",5,1110310304
AUDI,A4,2.0 TDI,Diesel,"1,968",5,1110310305
AUDI,A4,35 TSFI,Diesel,"1,798",5,1110310310
AUDI,A4,30 TFSI Premium Plus,Petrol,"1,395",5,1110310311
AUDI,A4,30 TFSI Technology,Petrol,"1,395",5,1110310312
AUDI,A4,1.8 Multitronic,Petrol,"1,781",5,1110310313
AUDI,A4,1.8 TFSI,Petrol,"1,798",5,1110310314
AUDI,A4,1.8 TFSI navi Edition,Petrol,"1,798",5,1110310315
AUDI,A4,1.8 TFSI Premium Edition,Petrol,"1,798",5,1110310316
AUDI,A4,1.8 TFSI Premium Plus,Petrol,"1,798",5,1110310317
AUDI,A4,2.0 TDI Business Edition,Diesel,"1,968",5,1110310318
AUDI,A4,2.0 TDI Multitronic,Diesel,"1,968",5,1110310319
AUDI,A4,2.0 TDI navi Edition,Diesel,"1,968",5,1110310320
AUDI,A4,2.0 TDI Premium Edition,Diesel,"1,968",5,1110310321
AUDI,A4,2.0 TDI Premium Plus,Diesel,"1,968",5,1110310322
AUDI,A4,2.0 TDI wci Package,Diesel,"1,968",5,1110310323
AUDI,A4,2.0 TFSI,Petrol,"1,968",5,1110310324
AUDI,A4,3.0 TDI Quattro,Diesel,"2,967",5,1110310325
AUDI,A4,3.0 TDI Quattro wci Package,Diesel,"2,967",5,1110310326
AUDI,A4,3.0 TDI Quattro Unique,Diesel,"2,967",5,1110310327
AUDI,A4,3.2 FSI Quattro,Petrol,"3,197",5,1110310328
AUDI,A4,3.2 FSI Quattro wci Package,Petrol,"3,197",5,1110310329
AUDI,A4,35 TDI Premium,Diesel,"1,968",5,1110310330
AUDI,A4,1.8 TFSI Technology Edition,Petrol,"1,798",5,1110310331
AUDI,A4,35 TSFI M,Petrol,"1,798",5,1110310332
AUDI,A4,35 TFSI,Petrol,"1,395",5,1110310333
AUDI,A4,40 TFSI PREMIUM PLUS,Petrol,"1,984",5,1110310334
AUDI,A4,40 TFSI TECHNOLOGY,Petrol,"1,984",5,1110310335
AUDI,A4,35 TDI MULTITRONIC,Diesel,"1,968",5,1110310336
AUDI,A4,35 TDI,Petrol,"1,984",5,1110310337
AUDI,A4,40 TFSI Premium,Petrol,"1,984",5,1110310338
AUDI,A4,45 TFSI Premium,Petrol,"1,997",5,1110310339
AUDI,A6,35 TDI Matrix Edition,Diesel,"1,968",5,1110310401
AUDI,A6,35 TFSI,Petrol,"1,984",5,1110310402
AUDI,A6,35 TFSI Matrix,Petrol,"1,984",5,1110310403
AUDI,A6,2.0 TDI,Diesel,"1,968",5,1110310404
AUDI,A6,35 TDI Technolgy Pack,Diesel,"1,968",5,1110310405
AUDI,A6,2.0 TDI Business Edition,Diesel,"1,968",5,1110310406
AUDI,A6,2.0 TDI Imported,Diesel,"1,968",5,1110310407
AUDI,A6,2.0 TDI LED Headlights,Diesel,"1,968",5,1110310408
AUDI,A6,2.0 TDI LED Headlights & wci,Diesel,"1,968",5,1110310409
AUDI,A6,2.0TDI LED Headlights &wci&weu,Diesel,"1,968",5,1110310410
AUDI,A6,2.0 TDI Navigation Edition,Diesel,"1,968",5,1110310411
AUDI,A6,2.0 TDI Premium Edition,Diesel,"1,968",5,1110310412
AUDI,A6,2.0 TDI Premium Plus Edition,Diesel,"1,968",5,1110310413
AUDI,A6,2.0 TDI wci Luxury Package,Diesel,"1,968",5,1110310414
AUDI,A6,2.0 TDI weu Multimedia Package,Diesel,"1,968",5,1110310415
AUDI,A6,2.7 TDI,Diesel,"2,698",5,1110310416
AUDI,A6,2.7 TDI with wci Package,Diesel,"2,698",5,1110310417
AUDI,A6,2.8 FSI,Petrol,"2,773",5,1110310418
AUDI,A6,2.8 FSI LED Headlights,Petrol,"2,773",5,1110310419
AUDI,A6,2.8 FSI LED Headlights & wci,Petrol,"2,773",5,1110310420
AUDI,A6,2.8FSI LED Headlights&wci&weu,Petrol,"2,773",5,1110310421
AUDI,A6,2.8 FSI wci Luxury Package,Petrol,"2,773",5,1110310422
AUDI,A6,2.8 FSI weu Multimedia Package,Petrol,"2,773",5,1110310423
AUDI,A6,3.0 Multitronic (AT),Petrol,"2,976",5,1110310424
AUDI,A6,3.0 TDI Premium Edition,Diesel,"2,967",5,1110310425
AUDI,A6,3.0 TDI Premium Plus Edition,Diesel,"2,967",5,1110310426
AUDI,A6,3.0 TDI Quattro,Diesel,"2,967",5,1110310427
AUDI,A6,3.0 TDI Quattro LED Headlights,Diesel,"2,967",5,1110310428
AUDI,A6,3.0TDI Quattro LED H/L wci,Diesel,"2,967",5,1110310429
AUDI,A6,3.0TDI Quattro LED H/L wci weu,Diesel,"2,967",5,1110310430
AUDI,A6,3.0TDI Quattro wci Luxury Pack,Diesel,"2,967",5,1110310431
AUDI,A6,3.0TDI Quattro weu Multimedia,Diesel,"2,967",5,1110310432
AUDI,A6,3.0TDI Quattro weu wci LED H/L,Diesel,"2,967",5,1110310433
AUDI,A6,3.0 TFSI Quattro,Petrol,"2,995",5,1110310434
AUDI,A6,3.0TFSI Quattro LED Headlights,Petrol,"2,995",5,1110310435
AUDI,A6,3.0 TFSI Quattro LED H/L & wci,Petrol,"2,995",5,1110310436
AUDI,A6,3.0TFSI Quattro LEDH/L wci&weu,Petrol,"2,995",5,1110310437
AUDI,A6,3.0TFSI Quattro wci Luxury PAC,Petrol,"2,995",5,1110310438
AUDI,A6,3.0TFSI Quattro weu Multimedia,Petrol,"2,995",5,1110310439
AUDI,A6,3.2 FSI Quattro,Petrol,"3,132",5,1110310440
AUDI,A6,35 TDI Premium,Diesel,"1,968",5,1110310441
AUDI,A6,2.0 TFSI Premium,Petrol,"1,984",5,1110310442
AUDI,A6,2.0 TFSI Premium Plus,Petrol,"1,984",5,1110310443
AUDI,A6,2.0 TFSI Technology Pack,Petrol,"1,984",5,1110310444
AUDI,A6,35 TFSI Matrix,Petrol,"1,798",5,1110310445
AUDI,A6,1.8 T Multitronic,Petrol,"1,781",5,1110310446
AUDI,A6,35 TFSI,Petrol,"1,798",5,1110310447
AUDI,A6,35 TFSI Premium,Petrol,"1,984",5,1110310448
AUDI,A6,3.0 TDI Navigation Edition,Diesel,"2,967",5,1110310449
AUDI,A6,3.0 TDI Technology Pack,Diesel,"2,967",5,1110310450
AUDI,A6,35 TDI Limousine,Diesel,"1,968",5,1110310451
AUDI,A6,45 TFSI Premium Plus,Petrol,"1,984",5,1110310452
AUDI,A6,45 TFSI Technology,Petrol,"1,984",5,1110310453
AUDI,A8,L 50 TDI Quattro,Diesel,"2,967",4,1110310501
AUDI,A8,L 50 TDI Quattro Premium Plus,Diesel,"2,967",4,1110310502
AUDI,A8,L 60 TDI Quattro,Diesel,"4,134",4,1110310503
AUDI,A8,L 60 TFSI Quattro,Petrol,"3,993",4,1110310504
AUDI,A8,L Security,Petrol,"6,299",4,1110310505
AUDI,A8,L W12 Quattro,Petrol,"6,299",4,1110310506
AUDI,A8,3.0 TDI Quattro,Diesel,"2,967",5,1110310507
AUDI,A8,3.0TDI Quattro Panoramic SR,Diesel,"2,967",5,1110310508
AUDI,A8,3.0 TDI Quattro wci PKG,Diesel,"2,967",5,1110310509
AUDI,A8,4.2 FSI Quattro,Petrol,"4,163",5,1110310510
AUDI,A8,6.0 L Quattro W12 (AT),Petrol,"5,998",5,1110310511
AUDI,A8,6.3 FSI W12,Petrol,"6,300",5,1110310512
AUDI,A8,6.3 W12 Quattro,Petrol,"6,300",5,1110310513
AUDI,A8,4.2 TDI Quattro Advance Pack,Diesel,"4,134",5,1110310514
AUDI,A8,L 4.0 TFSI Quattro Standard,Petrol,"3,993",4,1110310515
AUDI,A8,L 4.2 TDI Quattro,Diesel,"4,134",4,1110310516
AUDI,A8,L 55 TFSI,Petrol,"2,995",4,1110310517
AUDI,A8,L 55 TFSI QUATTRO,Petrol,"2,995",5,1110310518
AUDI,A8,Celebration Edition Hybrid,Petrol,"2,995",5,1110310519
AUDI,A8,Technology Edition Hybrid,Petrol,"2,995",5,1110310520
AUDI,Q3,1.4 TFSI,Petrol,"1,395",5,1110310601
AUDI,Q3,2.0 TDI,Diesel,"1,968",5,1110310602
AUDI,Q3,2.0 TDI Quattro,Diesel,"1,968",5,1110310603
AUDI,Q3,30 TDI Premium FWD,Diesel,"1,968",5,1110310604
AUDI,Q3,30 TFSI Premium FWD,Petrol,"1,984",5,1110310605
AUDI,Q3,35 TDI Quattro Premium Plus,Diesel,"1,968",5,1110310606
AUDI,Q3,35 TDI Quattro Technology,Diesel,"1,968",5,1110310607
AUDI,Q3,2.0 TDI Base GRADE,Diesel,"1,968",5,1110310608
AUDI,Q3,2.0 TDI Quattro Base,Diesel,"1,968",5,1110310609
AUDI,Q3,2.0 TDI Quattro High Grade,Diesel,"1,968",5,1110310610
AUDI,Q3,2.0 TFSI Quattro Base,Petrol,"1,984",5,1110310611
AUDI,Q3,2.0 TFSI Quattro High Grade,Petrol,"1,984",5,1110310612
AUDI,Q3,2.0 TDI Premium Plus,Diesel,"1,968",5,1110310613
AUDI,Q3,35 TDI Quattro Premium,Diesel,"1,968",5,1110310614
AUDI,Q3,30 TFSI,Petrol,"1,395",5,1110310615
AUDI,Q5,30 TDI Design Edition,Diesel,"1,968",5,1110310701
AUDI,Q5,30 TDI Quattro Premium,Diesel,"1,968",5,1110310702
AUDI,Q5,30 TDI Sports Edition,Diesel,"1,968",5,1110310703
AUDI,Q5,2.0 TDI,Diesel,"1,968",5,1110310704
AUDI,Q5,2.0 TDI Quattro,Diesel,"1,968",5,1110310705
AUDI,Q5,35 TDI Technology,Diesel,"1,968",5,1110310706
AUDI,Q5,35 TDI Premium Plus,Diesel,"1,968",5,1110310707
AUDI,Q5,2.0 TDI Premium Plus,Diesel,"1,968",5,1110310708
AUDI,Q5,2.0TDI Quattro Busines Edition,Diesel,"1,968",5,1110310709
AUDI,Q5,2.0 TDI Quattro Panaroma SR,Diesel,"1,968",5,1110310710
AUDI,Q5,2.0 TDI Quattro wci PANAROM SR,Diesel,"1,968",5,1110310711
AUDI,Q5,2.0 TFSI Quattro,Petrol,"1,984",5,1110310712
AUDI,Q5,2.0TFSI Quattro Panaroma SR,Petrol,"1,984",5,1110310713
AUDI,Q5,2.0 TFSI Quattro wci,Petrol,"1,984",5,1110310714
AUDI,Q5,2.0TFSI Quattro wci&Panarom SR,Petrol,"1,984",5,1110310715
AUDI,Q5,3.0 TDI Quattro,Diesel,"2,967",5,1110310716
AUDI,Q5,3.0TDI Quattro Panaroma SR,Diesel,"2,967",5,1110310717
AUDI,Q5,3.0 TDI Quattro wci,Diesel,"2,967",5,1110310718
AUDI,Q5,3.0TDI Quattro wci&Panaroma SR,Diesel,"2,967",5,1110310719
AUDI,Q5,3.0 TDI Quattro (AT),Diesel,"1,968",5,1110310720
AUDI,Q5,45 TDI Technology S Line,Diesel,"2,967",5,1110310721
AUDI,Q5,45 TFSI Premium Plus,Petrol,"1,984",5,1110310722
AUDI,Q5,45 TFSI Technology,Petrol,"1,984",5,1110310723
AUDI,Q5,45 TDI Quattro Technology,Diesel,"2,967",5,1110310724
AUDI,Q5,30 TDI Quattro Technology,Diesel,"1,968",5,1110310725
AUDI,Q5,40 TDI Premium Plus,Diesel,"1,968",5,1110310726
AUDI,Q5,40 TDI Technology,Diesel,"1,968",5,1110310727
AUDI,Q7,45 TDI Quattro Premium Plus,Diesel,"2,967",7,1110310801
AUDI,Q7,45 TDI Quattro Technology,Diesel,"2,967",7,1110310802
AUDI,Q7,45 TDI Edition,Diesel,"2,967",7,1110310803
AUDI,Q7,40 TFSI Quattro,Diesel,"2,967",7,1110310804
AUDI,Q7,3.0 TDI Quattro NAV Pack Proof,Diesel,"2,967",6,1110310805
AUDI,Q7,3.0 TDI,Diesel,"2,967",5,1110310806
AUDI,Q7,40 TFSI Quattro Premium Plus,Petrol,"1,984",7,1110310807
AUDI,Q7,40 TFSI Quattro Technology,Petrol,"2,967",7,1110310808
AUDI,Q7,3.0 TDI,Diesel,"2,967",6,1110310809
AUDI,Q7,3.0 TDI Tiptronic Quattro,Diesel,"2,967",7,1110310810
AUDI,Q7,3.0 TFSI,Petrol,"2,995",5,1110310811
AUDI,Q7,3.6 FSI Tiptronic Quattro,Petrol,"3,597",7,1110310812
AUDI,Q7,4.2 FSI Tiptronic Quattro,Petrol,"4,163",5,1110310813
AUDI,Q7,4.2 FSI Tiptronic Quattro,Petrol,"4,163",7,1110310814
AUDI,Q7,4.2 TDI,Diesel,"4,134",7,1110310815
AUDI,Q7,3.5 TDI PERMIUM,Diesel,"4,134",7,1110310816
AUDI,Q7,3.5 TDI QUATTRO (AT),Diesel,"2,967",7,1110310817
AUDI,Q7,3.0 TDI Tiptronic Quattro,Diesel,"2,967",5,1110310818
AUDI,Q7,45 TFSI Technology,Petrol,"2,967",7,1110310819
AUDI,Q7,45 TFSI,Petrol,"1,984",7,1110310820
AUDI,Q7,40 TFSI QUATTRO TECHNOLOGY,Petrol,"1,984",7,1110310821
AUDI,Q7,55 TFSI Premium Plus,Petrol,"2,995",7,1110310822
AUDI,Q7,55 TFSI Technology,Petrol,"2,995",7,1110310823
AUDI,R8,V10 Plus,Petrol,"5,204",2,1110310901
AUDI,R8,4.2 V8 FSI (MT),Petrol,"4,163",2,1110310902
AUDI,R8,4.2V8 FSI Rtronic Transmission,Petrol,"4,163",2,1110310903
AUDI,R8,5.2 FSI Quattro V10,Petrol,"5,204",2,1110310904
AUDI,R8,Spyder 5.2 FSI Quattro V10,Petrol,"5,204",2,1110310905
AUDI,RS 6,40 TFSI,Petrol,"1,984",5,1110311001
AUDI,RS 7,Sportback,Petrol,"3,993",4,1110311101
AUDI,RS 7,Sportback Performance,Petrol,"3,993",4,1110311102
AUDI,RS 7,4.0 TFSI,Petrol,"3,996",4,1110311103
AUDI,S5 SPORT BACK,STD,Petrol,"2,995",5,1110311201
AUDI,S5 SPORT BACK,3.0 TFSI QUATTRO,Petrol,"2,995",5,1110311202
AUDI,TT,45 TFSI,Petrol,"1,984",4,1110311301
AUDI,TT,2.0 TFSI q,Petrol,"1,984",5,1110311302
AUDI,TT,108,Petrol,"1,781",5,1110311303
AUDI,TT,3.2 S tronic Quattro,Petrol,"3,189",5,1110311304
AUDI,TT,2.0 TFSI QUATTRO,Petrol,"1,984",4,1110311305
AUDI,A7,3.0 TDI Sportback Quattro,Diesel,"2,967",5,1110311401
AUDI,A7,3.0 V6 TDI,Diesel,"2,967",4,1110311402
AUDI,A7,3.0 V6 TDI Fully Loaded,Diesel,"2,967",5,1110311403
AUDI,A7,3.0 TFSI Quattro,Petrol,"2,995",5,1110311404
AUDI,C7,3.0 TFSI WCILED,Petrol,"2,967",5,1110311501
AUDI,C7,3.0TDI LED wci,Diesel,"2,967",5,1110311502
AUDI,RS 5,4.2 FSI,Petrol,"4,163",4,1110311601
AUDI,RS 5,Coupe,Petrol,"2,894",4,1110311602
AUDI,S4,3.0 TFSI Quattro,Petrol,"2,995",5,1110311701
AUDI,S4,3.0 V6 TFSI,Petrol,"2,995",5,1110311702
AUDI,S6,4.0 TFSI Quattro,Petrol,"3,993",5,1110311801
AUDI,A5,SPORTBACK,Diesel,"1,968",5,1110312101
AUDI,A5,S5,Petrol,"2,995",5,1110312102
AUDI,A5,2.0 TDI CABRIOLET,Diesel,"1,968",5,1110312103
AUDI,Q8,55 TFSI Quattro,Petrol,"2,995",5,1110312201
AUDI,Q8,4.0L TFSI,Petrol,"3,996",5,1110312202
AUDI,Q8,Celebration,Petrol,"2,995",5,1110312203
AUDI,Q2,40 TFSI quattro,Petrol,"1,984",5,1110312301
AUDI,Q2,40 TFSI quattro Plus,Petrol,"1,984",5,1110312302
AUDI,Q2,40 TFSI STD,Petrol,"1,984",5,1110312303
AUDI,Q2,PREMIUM,Petrol,"1,984",5,1110312304
AUDI,Q2,PREMIUM PLUS I,Petrol,"1,984",5,1110312305
AUDI,Q2,TECHNOLOGY,Petrol,"1,984",5,1110312306
AUDI,E TRON,50 AT,Electric,"2,189",5,1110312401
AUDI,E TRON,55 AT,Electric,"2,189",5,1110312402
AUDI,E TRON,55 SPORT BACK,Electric,"2,189",5,1110312403
AUDI,E TRON,GT RS,Electric,1,5,1110312404
BENTLEY,ARANGE,Arange R,Petrol,"6,761",5,1110410101
BENTLEY,ARANGE,Arange RL,Petrol,"6,761",5,1110410102
BENTLEY,AZURE T,Convertible,Petrol,"6,000",5,1110410201
BENTLEY,CONTINENTAL FLYING SPUR,3W 5STR,Petrol,"6,000",5,1110410301
BENTLEY,CONTINENTAL FLYING SPUR,4STR,Petrol,"6,000",4,1110410302
BENTLEY,CONTINENTAL FLYING SPUR,5STR,Petrol,"6,000",5,1110410303
BENTLEY,CONTINENTAL FLYING SPUR,MY11 5STR,Petrol,"6,000",5,1110410304
BENTLEY,CONTINENTAL FLYING SPUR,V8,Petrol,"3,993",5,1110410305
BENTLEY,CONTINENTAL FLYING SPUR,W12,Petrol,"5,998",5,1110410306
BENTLEY,CONTINENTAL GT,Coupe,Petrol,"5,998",4,1110410401
BENTLEY,CONTINENTAL GT,Speed,Petrol,"5,998",5,1110410402
BENTLEY,CONTINENTAL GT,V8 S,Petrol,"3,993",4,1110410403
BENTLEY,CONTINENTAL GT,19 MY,Petrol,"5,998",4,1110410404
BENTLEY,CONTINENTAL SUPERSPORTS,2STR Coupe,Petrol,"5,998",2,1110410501
BENTLEY,MULSANNE,MY 11,Petrol,"6,752",4,1110410601
BENTLEY,MULSANNE,V8,Petrol,"6,752",5,1110410602
BENTLEY,AZURE,6.8 Convertible my 2009,Petrol,"6,761",4,1110410701
BENTLEY,CONTINENTAL,GTC CAR,Petrol,"3,993",4,1110410803
BENTLEY,BROOKLANDS,6.7 V8 Coupe,Petrol,"6,761",4,1110410901
BENTLEY,TURBO R,STD,Petrol,"6,750",5,1110411001
BENTLEY,VINTAGE,VINTAGE CAR,Diesel,"2,000",5,1110411101
BENTLEY,VINTAGE,VINTAGE CAR,Petrol,"2,000",4,1110411102
BENTLEY,VINTAGE,VINTAGE CAR,Petrol,"1,598",6,1110411103
BENTLEY,VINTAGE,VINTAGE CAR,Petrol,"1,598",6,1110411104
BENTLEY,VINTAGE,VINTAGE CAR,Petrol,"4,500",5,1110411105
BENTLEY,VINTAGE,M 146,Petrol,"4,000",5,1110411106
BENTLEY,VINTAGE,MK VI,Petrol,"1,850",4,1110411107
BENTLEY,VINTAGE,4 TOURER,Petrol,"4,257",4,1110411108
BENTLEY,VINTAGE,VI COUPE,Petrol,"4,257",4,1110411109
BENTLEY,VINTAGE,CONVERTIBLE,Petrol,"4,275",5,1110411110
BENTLEY,BENTAYGA,W12,Petrol,"5,950",4,1110411501
BENTLEY,BENTAYGA,V8,Petrol,"3,996",5,1110411502
BMW,1 SERIES,118d Sport Line,Diesel,"1,995",5,1110510101
BMW,1 SERIES,118D,Diesel,"1,995",5,1110510102
BMW,1 SERIES,116 I,Petrol,"1,598",5,1110510103
BMW,3 SERIES,320d GT Luxury Line,Diesel,"1,995",5,1110510201
BMW,3 SERIES,320d GT Sports Line,Diesel,"1,995",5,1110510202
BMW,3 SERIES,320d Luxury Line,Diesel,"1,995",5,1110510203
BMW,3 SERIES,320d Luxury Line Plus,Diesel,"1,995",5,1110510204
BMW,3 SERIES,320d M Sport,Diesel,"1,995",5,1110510205
BMW,3 SERIES,320d Prestige,Diesel,"1,995",5,1110510206
BMW,3 SERIES,320d Sports Line,Diesel,"1,995",5,1110510207
BMW,3 SERIES,320i GT Luxury Line Plus,Petrol,"1,995",5,1110510208
BMW,3 SERIES,320i M Sport,Petrol,"1,995",5,1110510209
BMW,3 SERIES,320i Sports Line,Petrol,"1,995",5,1110510210
BMW,3 SERIES,Convertible 330d,Diesel,"2,993",4,1110510211
BMW,3 SERIES,330d 5STR,Diesel,"2,993",5,1110510212
BMW,3 SERIES,316i,Petrol,"1,895",5,1110510213
BMW,3 SERIES,316i,Petrol,"1,596",5,1110510214
BMW,3 SERIES,318i,Petrol,"1,995",5,1110510215
BMW,3 SERIES,320d,Diesel,"1,995",5,1110510216
BMW,3 SERIES,320d Corporate Edition,Diesel,"1,995",5,1110510217
BMW,3 SERIES,320d Dynamic Package,Diesel,"1,995",5,1110510218
BMW,3 SERIES,320d Exclusive,Diesel,"1,995",5,1110510219
BMW,3 SERIES,320d Highline,Diesel,"1,995",5,1110510220
BMW,3 SERIES,320d Highline LCi,Diesel,"1,995",5,1110510221
BMW,3 SERIES,320d LCi,Diesel,"1,995",5,1110510222
BMW,3 SERIES,320d Luxury Plus,Diesel,"1,995",5,1110510223
BMW,3 SERIES,320d Performance Edition,Diesel,"1,995",5,1110510224
BMW,3 SERIES,320d Sport Line CBU,Diesel,"1,995",5,1110510225
BMW,3 SERIES,320d Sport Plus,Diesel,"1,995",5,1110510226
BMW,3 SERIES,320i,Petrol,"1,995",5,1110510227
BMW,3 SERIES,320i Corporate Edition,Petrol,"1,995",5,1110510228
BMW,3 SERIES,320i LCi,Petrol,"1,995",5,1110510229
BMW,3 SERIES,325i,Petrol,"2,497",5,1110510230
BMW,3 SERIES,325i LCi,Petrol,"2,497",5,1110510231
BMW,3 SERIES,328i Sports Line,Petrol,"1,997",5,1110510232
BMW,3 SERIES,330i,Petrol,"2,996",5,1110510233
BMW,3 SERIES,330i Sport,Petrol,"1,998",5,1110510234
BMW,3 SERIES,GT 330i M Sport,Petrol,"1,998",5,1110510235
BMW,3 SERIES,330i M Sport,Petrol,"1,998",5,1110510236
BMW,3 SERIES,G L 330Li M Sport 1ST EDN,Petrol,"1,998",5,1110510237
BMW,3 SERIES,G L 330Li M Sport 1ST EDN,Diesel,"1,998",5,1110510238
BMW,3 SERIES,G L 320LD LUXURY LINE,Diesel,"1,995",5,1110510239
BMW,3 SERIES,M 340i Xdrive,Petrol,"2,998",5,1110510240
BMW,3 SERIES,M 340i CKD 2021,Petrol,"2,998",5,1110510241
BMW,3 SERIES,330Li Luxury Line,Petrol,"1,998",5,1110510242
BMW,5 SERIES,520D,Diesel,"1,995",5,1110510301
BMW,5 SERIES,520d Luxury Line,Diesel,"1,995",5,1110510302
BMW,5 SERIES,520d Sports Line,Diesel,"1,995",5,1110510303
BMW,5 SERIES,520i,Petrol,"1,995",5,1110510304
BMW,5 SERIES,523i,Petrol,"2,497",5,1110510305
BMW,5 SERIES,525D,Diesel,"1,995",5,1110510306
BMW,5 SERIES,525d 2.0,Diesel,"1,995",5,1110510307
BMW,5 SERIES,525d RSE,Diesel,"2,993",5,1110510308
BMW,5 SERIES,525i,Petrol,"2,497",5,1110510309
BMW,5 SERIES,528i,Petrol,"2,793",5,1110510310
BMW,5 SERIES,530d,Diesel,"2,993",5,1110510311
BMW,5 SERIES,530d Highline,Diesel,"2,993",5,1110510312
BMW,5 SERIES,530d M Sport,Diesel,"2,993",5,1110510313
BMW,5 SERIES,530i,Petrol,"1,998",5,1110510314
BMW,5 SERIES,530i Sports Line,Petrol,"1,998",5,1110510315
BMW,5 SERIES,535i,Petrol,"2,979",5,1110510316
BMW,5 SERIES,540i,Petrol,"4,398",5,1110510317
BMW,5 SERIES,520i Luxury Line,Petrol,"1,997",5,1110510318
BMW,5 SERIES,530i,Petrol,"2,996",5,1110510319
BMW,5 SERIES,523i CKD AT,Diesel,"2,497",5,1110510320
BMW,5 SERIES,525d Luxury Plus,Diesel,"1,995",5,1110510321
BMW,5 SERIES,530i M Sport,Petrol,"1,998",5,1110510323
BMW,6 SERIES CONVERTIBLE,640d,Petrol,"2,993",4,1110510401
BMW,6 SERIES CONVERTIBLE,650i,Diesel,"4,799",5,1110510402
BMW,6 SERIES CONVERTIBLE,650i 4.4,Petrol,"4,395",5,1110510403
BMW,6 SERIES CONVERTIBLE,650i Comfort,Petrol,"4,799",5,1110510404
BMW,6 SERIES CONVERTIBLE,650i Comfort + Innovation Pac,Petrol,"4,799",5,1110510405
BMW,6 SERIES CONVERTIBLE,650i Dynamic + Innovation Pac,Petrol,"4,799",5,1110510406
